# trace records: appended=6864 stored=6864
# seq[0]=0
# seq[1]=4
# seq[2]=264
# seq[3]=34
# seq[4]=132
# seq[5]=260
# seq[6]=0
# seq[7]=1024
# seq[8]=1024
# seq[9]=4096
# seq[10]=32
# seq[11]=4
# seq[12]=0
# seq[13]=0
# seq[14]=0
# seq[15]=0
kind,bx,by,rank,warp,lane,smid,seq,t,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9
5,0,0,0,4,0,0,230,1788983405571319872,320,352,0,22016,32,0,0,0,0,0
9,27,0,1,0,0,43,581,1788983405571319968,36,10,0,1,0,0,4,11,36,0
9,26,0,0,0,0,42,580,1788983405571319968,36,10,0,1,0,0,4,10,36,0
8,26,0,0,1,0,42,145,1788983405571319968,36,10,0,1,0,0,4,10,36,0
5,0,1,2,4,0,16,231,1788983405571320000,256,480,0,33572352,32,0,0,0,0,0
9,26,1,2,0,0,58,582,1788983405571320064,36,10,0,1,0,0,4,10,37,0
9,27,1,3,0,0,59,583,1788983405571320064,36,10,0,1,0,0,4,11,37,0
5,1,0,1,4,0,1,232,1788983405571320128,480,352,0,16801280,32,0,0,0,0,0
7,0,2,0,1,0,134,154,1788983405571320224,0,1,4,1232,0,1,0,0,0,0
7,40,0,0,1,0,74,156,1788983405571320256,0,1,4,1232,20,0,0,0,0,0
7,14,0,0,1,0,14,155,1788983405571320288,0,1,4,1232,7,0,0,0,0,0
7,48,0,0,1,0,96,157,1788983405571320320,0,1,4,1232,24,0,0,0,0,0
5,1,1,3,4,0,17,233,1788983405571320384,416,480,0,50351616,32,0,0,0,0,0
7,12,0,0,1,0,12,158,1788983405571320416,0,1,4,1232,6,0,0,0,0,0
7,4,0,0,1,0,4,159,1788983405571320512,0,1,4,1232,2,0,0,0,0,0
5,0,0,0,4,0,0,234,1788983405571320480,352,352,0,24064,32,0,0,0,0,0
7,42,0,0,1,0,76,160,1788983405571320576,0,1,4,1232,21,0,0,0,0,0
8,44,0,0,1,0,78,146,1788983405571320640,40,10,0,1,0,0,4,10,40,0
8,20,0,0,1,0,36,147,1788983405571320608,38,10,0,1,0,0,4,10,38,0
9,44,0,0,0,0,78,584,1788983405571320640,40,10,0,1,0,0,4,10,40,0
5,0,1,2,4,0,16,235,1788983405571320608,288,480,0,33574400,32,0,0,0,0,0
9,44,1,2,0,0,92,586,1788983405571320672,40,10,0,1,0,0,4,10,41,0
9,45,0,1,0,0,79,585,1788983405571320672,40,10,0,1,0,0,4,11,40,0
9,45,1,3,0,0,93,587,1788983405571320672,40,10,0,1,0,0,4,11,41,0
8,10,0,0,1,0,10,148,1788983405571320672,42,10,0,1,0,0,4,10,42,0
9,20,0,0,0,0,36,588,1788983405571320672,38,10,0,1,0,0,4,10,38,0
9,11,0,1,0,0,11,589,1788983405571320704,42,10,0,1,0,0,4,11,42,0
9,10,0,0,0,0,10,590,1788983405571320704,42,10,0,1,0,0,4,10,42,0
9,21,0,1,0,0,37,591,1788983405571320704,38,10,0,1,0,0,4,11,38,0
9,21,1,3,0,0,53,592,1788983405571320704,38,10,0,1,0,0,4,11,39,0
9,20,1,2,0,0,52,593,1788983405571320704,38,10,0,1,0,0,4,10,39,0
9,11,1,3,0,0,27,595,1788983405571320736,42,10,0,1,0,0,4,11,43,0
9,10,1,2,0,0,26,594,1788983405571320736,42,10,0,1,0,0,4,10,43,0
7,30,0,0,1,0,46,161,1788983405571320864,0,1,4,1232,15,0,0,0,0,0
7,54,0,0,1,0,102,162,1788983405571320896,0,1,4,1232,27,0,0,0,0,0
8,62,0,0,1,0,132,149,1788983405571320896,44,10,0,1,0,0,4,10,44,0
5,1,0,1,4,0,1,236,1788983405571320864,384,368,0,16803328,32,0,0,0,0,0
9,63,0,1,0,0,133,599,1788983405571320928,44,10,0,1,0,0,4,11,44,0
9,62,1,2,0,0,138,596,1788983405571320960,44,10,0,1,0,0,4,10,45,0
9,63,1,3,0,0,139,597,1788983405571320960,44,10,0,1,0,0,4,11,45,0
9,62,0,0,0,0,132,598,1788983405571320960,44,10,0,1,0,0,4,10,44,0
8,58,0,0,1,0,106,150,1788983405571320960,46,10,0,1,0,0,4,10,46,0
8,60,0,0,1,0,130,151,1788983405571320960,48,10,0,1,0,0,4,10,48,0
9,58,1,2,0,0,120,600,1788983405571320992,46,10,0,1,0,0,4,10,47,0
9,59,1,3,0,0,121,601,1788983405571320992,46,10,0,1,0,0,4,11,47,0
9,61,0,1,0,0,131,606,1788983405571320992,48,10,0,1,0,0,4,11,48,0
5,1,1,3,4,0,17,237,1788983405571320992,448,480,0,50353664,32,0,0,0,0,0
9,60,0,0,0,0,130,607,1788983405571321024,48,10,0,1,0,0,4,10,48,0
9,58,0,0,0,0,106,602,1788983405571321056,46,10,0,1,0,0,4,10,46,0
9,60,1,2,0,0,136,604,1788983405571321056,48,10,0,1,0,0,4,10,49,0
9,61,1,3,0,0,137,605,1788983405571321056,48,10,0,1,0,0,4,11,49,0
9,59,0,1,0,0,107,603,1788983405571321056,46,10,0,1,0,0,4,11,46,0
9,56,1,2,0,0,118,608,1788983405571321120,50,10,0,1,0,0,4,10,51,0
9,57,1,3,0,0,119,609,1788983405571321120,50,10,0,1,0,0,4,11,51,0
8,56,0,0,1,0,104,152,1788983405571321120,50,10,0,1,0,0,4,10,50,0
9,56,0,0,0,0,104,610,1788983405571321152,50,10,0,1,0,0,4,10,50,0
9,57,0,1,0,0,105,611,1788983405571321152,50,10,0,1,0,0,4,11,50,0
5,0,1,2,4,0,16,238,1788983405571321184,320,480,0,33576448,32,0,0,0,0,0
5,0,0,0,4,0,0,239,1788983405571321216,256,368,0,26112,32,0,0,0,0,0
8,28,0,0,1,0,44,153,1788983405571321376,52,10,0,1,0,0,4,10,52,0
9,29,1,3,0,0,61,615,1788983405571321408,52,10,0,1,0,0,4,11,53,0
9,28,0,0,0,0,44,612,1788983405571321408,52,10,0,1,0,0,4,10,52,0
9,29,0,1,0,0,45,614,1788983405571321408,52,10,0,1,0,0,4,11,52,0
9,28,1,2,0,0,60,613,1788983405571321440,52,10,0,1,0,0,4,10,53,0
5,1,0,1,4,0,1,240,1788983405571321440,416,368,0,16805376,32,0,0,0,0,0
5,1,1,3,4,0,17,241,1788983405571321600,480,480,0,50355712,32,0,0,0,0,0
8,0,2,0,1,0,134,154,1788983405571321696,54,10,0,1,0,0,4,10,54,0
8,40,0,0,1,0,74,155,1788983405571321728,56,10,0,1,0,0,4,10,56,0
9,0,3,2,0,0,140,616,1788983405571321760,54,10,0,1,0,0,4,10,55,0
9,1,3,3,0,0,141,617,1788983405571321760,54,10,0,1,0,0,4,11,55,0
9,0,2,0,0,0,134,618,1788983405571321760,54,10,0,1,0,0,4,10,54,0
9,1,2,1,0,0,135,619,1788983405571321760,54,10,0,1,0,0,4,11,54,0
9,41,0,1,0,0,75,620,1788983405571321760,56,10,0,1,0,0,4,11,56,0
9,40,0,0,0,0,74,621,1788983405571321792,56,10,0,1,0,0,4,10,56,0
9,40,1,2,0,0,88,622,1788983405571321824,56,10,0,1,0,0,4,10,57,0
9,41,1,3,0,0,89,623,1788983405571321824,56,10,0,1,0,0,4,11,57,0
5,0,1,2,4,0,16,242,1788983405571321792,352,480,0,33578496,32,0,0,0,0,0
9,14,1,2,0,0,30,624,1788983405571321824,58,10,0,1,0,0,4,10,59,0
5,0,0,0,4,0,0,243,1788983405571321824,288,368,0,28160,32,0,0,0,0,0
9,15,1,3,0,0,31,625,1788983405571321824,58,10,0,1,0,0,4,11,59,0
9,48,1,2,0,0,110,626,1788983405571321824,60,10,0,1,0,0,4,10,61,0
8,14,0,0,1,0,14,156,1788983405571321856,58,10,0,1,0,0,4,10,58,0
9,49,1,3,0,0,111,627,1788983405571321856,60,10,0,1,0,0,4,11,61,0
8,48,0,0,1,0,96,157,1788983405571321856,60,10,0,1,0,0,4,10,60,0
9,48,0,0,0,0,96,628,1788983405571321984,60,10,0,1,0,0,4,10,60,0
9,49,0,1,0,0,97,631,1788983405571321952,60,10,0,1,0,0,4,11,60,0
9,14,0,0,0,0,14,630,1788983405571321952,58,10,0,1,0,0,4,10,58,0
9,15,0,1,0,0,15,629,1788983405571321952,58,10,0,1,0,0,4,11,58,0
9,12,1,2,0,0,28,632,1788983405571321984,62,10,0,1,0,0,4,10,63,0
9,13,1,3,0,0,29,633,1788983405571321984,62,10,0,1,0,0,4,11,63,0
8,4,0,0,1,0,4,158,1788983405571322016,0,12,0,1,0,0,4,12,0,0
9,5,1,3,0,0,21,635,1788983405571322048,0,12,0,1,0,0,4,13,1,0
9,4,1,2,0,0,20,634,1788983405571322048,0,12,0,1,0,0,4,12,1,0
5,1,0,1,4,0,1,244,1788983405571322016,448,368,0,16807424,32,0,0,0,0,0
9,5,0,1,0,0,5,637,1788983405571322048,0,12,0,1,0,0,4,13,0,0
9,4,0,0,0,0,4,636,1788983405571322080,0,12,0,1,0,0,4,12,0,0
8,12,0,0,1,0,12,159,1788983405571322080,62,10,0,1,0,0,4,10,62,0
9,42,1,2,0,0,90,639,1788983405571322112,2,12,0,1,0,0,4,12,3,0
9,43,1,3,0,0,91,638,1788983405571322112,2,12,0,1,0,0,4,13,3,0
9,13,0,1,0,0,13,640,1788983405571322144,62,10,0,1,0,0,4,11,62,0
9,12,0,0,0,0,12,641,1788983405571322176,62,10,0,1,0,0,4,10,62,0
8,42,0,0,1,0,76,160,1788983405571322176,2,12,0,1,0,0,4,12,2,0
9,43,0,1,0,0,77,643,1788983405571322304,2,12,0,1,0,0,4,13,2,0
9,42,0,0,0,0,76,642,1788983405571322304,2,12,0,1,0,0,4,12,2,0
5,1,1,3,4,0,17,245,1788983405571322400,384,496,0,50357760,32,0,0,0,0,0
8,30,0,0,1,0,46,161,1788983405571322432,4,12,0,1,0,0,4,12,4,0
9,31,1,3,0,0,63,644,1788983405571322464,4,12,0,1,0,0,4,13,5,0
5,0,0,0,4,0,0,246,1788983405571322432,320,368,0,30208,32,0,0,0,0,0
9,30,1,2,0,0,62,645,1788983405571322496,4,12,0,1,0,0,4,12,5,0
9,30,0,0,0,0,46,647,1788983405571322496,4,12,0,1,0,0,4,12,4,0
9,54,1,2,0,0,116,648,1788983405571322496,6,12,0,1,0,0,4,12,7,0
9,31,0,1,0,0,47,646,1788983405571322496,4,12,0,1,0,0,4,13,4,0
9,55,1,3,0,0,117,649,1788983405571322528,6,12,0,1,0,0,4,13,7,0
8,54,0,0,1,0,102,162,1788983405571322528,6,12,0,1,0,0,4,12,6,0
5,0,1,2,4,0,16,247,1788983405571322560,256,496,0,33580544,32,0,0,0,0,0
9,54,0,0,0,0,102,650,1788983405571322592,6,12,0,1,0,0,4,12,6,0
9,55,0,1,0,0,103,651,1788983405571322624,6,12,0,1,0,0,4,13,6,0
5,1,0,1,4,0,1,248,1788983405571322624,480,368,0,16809472,32,0,0,0,0,0
5,1,1,3,4,0,17,249,1788983405571322976,416,496,0,50359808,32,0,0,0,0,0
5,0,0,0,4,0,0,250,1788983405571323040,352,368,0,32256,32,0,0,0,0,0
5,0,1,2,4,0,16,251,1788983405571323168,288,496,0,33582592,32,0,0,0,0,0
5,1,1,3,4,0,17,252,1788983405571323584,448,496,0,50361856,32,0,0,0,0,0
5,0,1,2,4,0,16,253,1788983405571323808,320,496,0,33584640,32,0,0,0,0,0
5,1,1,3,4,0,17,254,1788983405571324224,480,496,0,50363904,32,0,0,0,0,0
5,0,1,2,4,0,16,255,1788983405571324416,352,496,0,33586688,32,0,0,0,0,0
7,16,0,0,1,0,32,163,1788983405571344352,1,1,5,1240,8,0,0,0,0,0
8,16,0,0,1,0,32,163,1788983405571345216,8,12,0,1,1,0,5,12,8,0
7,24,0,0,1,0,40,164,1788983405571345216,1,1,5,1240,12,0,0,0,0,0
7,22,0,0,1,0,38,165,1788983405571345248,1,1,5,1240,11,0,0,0,0,0
9,17,1,3,0,0,49,653,1788983405571345312,8,12,0,1,1,0,5,13,9,0
9,17,0,1,0,0,33,652,1788983405571345312,8,12,0,1,1,0,5,13,8,0
9,16,0,0,0,0,32,654,1788983405571345696,8,12,0,1,1,0,5,12,8,0
9,16,1,2,0,0,48,655,1788983405571345792,8,12,0,1,1,0,5,12,9,0
8,24,0,0,1,0,40,164,1788983405571346080,10,12,0,1,1,0,5,12,10,0
7,8,0,0,1,0,8,166,1788983405571346048,1,1,5,1240,4,0,0,0,0,0
8,22,0,0,1,0,38,165,1788983405571346144,12,12,0,1,1,0,5,12,12,0
7,36,0,0,1,0,70,167,1788983405571346112,1,1,5,1240,18,0,0,0,0,0
9,25,0,1,0,0,41,656,1788983405571346176,10,12,0,1,1,0,5,13,10,0
7,38,0,0,1,0,72,168,1788983405571346176,1,1,5,1240,19,0,0,0,0,0
9,23,0,1,0,0,39,658,1788983405571346208,12,12,0,1,1,0,5,13,12,0
9,23,1,3,0,0,55,657,1788983405571346208,12,12,0,1,1,0,5,13,13,0
9,25,1,3,0,0,57,659,1788983405571346208,10,12,0,1,1,0,5,13,11,0
7,32,0,0,1,0,66,169,1788983405571346368,1,1,5,1240,16,0,0,0,0,0
9,24,0,0,0,0,40,660,1788983405571346528,10,12,0,1,1,0,5,12,10,0
9,24,1,2,0,0,56,661,1788983405571346624,10,12,0,1,1,0,5,12,11,0
7,50,0,0,1,0,98,170,1788983405571346624,1,1,5,1240,25,0,0,0,0,0
9,22,0,0,0,0,38,662,1788983405571346688,12,12,0,1,1,0,5,12,12,0
9,22,1,2,0,0,54,663,1788983405571346720,12,12,0,1,1,0,5,12,13,0
9,9,1,3,0,0,25,664,1788983405571346944,14,12,0,1,1,0,5,13,15,0
8,36,0,0,1,0,70,167,1788983405571346944,16,12,0,1,1,0,5,12,16,0
8,8,0,0,1,0,8,166,1788983405571346976,14,12,0,1,1,0,5,12,14,0
9,9,0,1,0,0,9,665,1788983405571347008,14,12,0,1,1,0,5,13,14,0
8,38,0,0,1,0,72,168,1788983405571347008,18,12,0,1,1,0,5,12,18,0
9,37,0,1,0,0,71,667,1788983405571347072,16,12,0,1,1,0,5,13,16,0
9,37,1,3,0,0,85,666,1788983405571347072,16,12,0,1,1,0,5,13,17,0
9,39,0,1,0,0,73,668,1788983405571347136,18,12,0,1,1,0,5,13,18,0
9,39,1,3,0,0,87,669,1788983405571347168,18,12,0,1,1,0,5,13,19,0
8,32,0,0,1,0,66,169,1788983405571347232,20,12,0,1,1,0,5,12,20,0
7,6,0,0,1,0,6,171,1788983405571347232,1,1,5,1240,3,0,0,0,0,0
7,52,0,0,1,0,100,172,1788983405571347264,1,1,5,1240,26,0,0,0,0,0
9,33,0,1,0,0,67,671,1788983405571347328,20,12,0,1,1,0,5,13,20,0
9,8,0,0,0,0,8,672,1788983405571347328,14,12,0,1,1,0,5,12,14,0
9,33,1,3,0,0,81,670,1788983405571347392,20,12,0,1,1,0,5,13,21,0
9,8,1,2,0,0,24,673,1788983405571347392,14,12,0,1,1,0,5,12,15,0
7,18,0,0,1,0,34,173,1788983405571347392,1,1,5,1240,9,0,0,0,0,0
9,36,1,2,0,0,84,674,1788983405571347456,16,12,0,1,1,0,5,12,17,0
9,36,0,0,0,0,70,675,1788983405571347488,16,12,0,1,1,0,5,12,16,0
9,38,0,0,0,0,72,676,1788983405571347488,18,12,0,1,1,0,5,12,18,0
9,38,1,2,0,0,86,677,1788983405571347520,18,12,0,1,1,0,5,12,19,0
9,51,1,3,0,0,113,678,1788983405571347584,22,12,0,1,1,0,5,13,23,0
8,50,0,0,1,0,98,170,1788983405571347616,22,12,0,1,1,0,5,12,22,0
9,51,0,1,0,0,99,679,1788983405571347648,22,12,0,1,1,0,5,13,22,0
9,32,1,2,0,0,80,680,1788983405571347744,20,12,0,1,1,0,5,12,21,0
9,32,0,0,0,0,66,681,1788983405571347808,20,12,0,1,1,0,5,12,20,0
9,50,1,2,0,0,112,682,1788983405571347904,22,12,0,1,1,0,5,12,23,0
9,50,0,0,0,0,98,683,1788983405571348000,22,12,0,1,1,0,5,12,22,0
8,6,0,0,1,0,6,171,1788983405571348160,24,12,0,1,1,0,5,12,24,0
9,7,0,1,0,0,7,685,1788983405571348160,24,12,0,1,1,0,5,13,24,0
8,52,0,0,1,0,100,172,1788983405571348160,26,12,0,1,1,0,5,12,26,0
9,7,1,3,0,0,23,684,1788983405571348160,24,12,0,1,1,0,5,13,25,0
9,53,1,3,0,0,115,686,1788983405571348224,26,12,0,1,1,0,5,13,27,0
8,18,0,0,1,0,34,173,1788983405571348224,28,12,0,1,1,0,5,12,28,0
9,53,0,1,0,0,101,687,1788983405571348256,26,12,0,1,1,0,5,13,26,0
9,19,1,3,0,0,51,688,1788983405571348320,28,12,0,1,1,0,5,13,29,0
7,2,0,0,1,0,2,174,1788983405571348288,1,1,5,1240,1,0,0,0,0,0
9,19,0,1,0,0,35,689,1788983405571348384,28,12,0,1,1,0,5,13,28,0
9,52,0,0,0,0,100,690,1788983405571348448,26,12,0,1,1,0,5,12,26,0
9,52,1,2,0,0,114,691,1788983405571348608,26,12,0,1,1,0,5,12,27,0
7,46,0,0,1,0,94,175,1788983405571348576,1,1,5,1240,23,0,0,0,0,0
9,18,0,0,0,0,34,692,1788983405571348704,28,12,0,1,1,0,5,12,28,0
9,6,1,2,0,0,22,693,1788983405571348768,24,12,0,1,1,0,5,12,25,0
9,6,0,0,0,0,6,694,1788983405571348768,24,12,0,1,1,0,5,12,24,0
9,18,1,2,0,0,50,695,1788983405571349120,28,12,0,1,1,0,5,12,29,0
8,2,0,0,1,0,2,174,1788983405571349184,30,12,0,1,1,0,5,12,30,0
9,3,0,1,0,0,3,697,1788983405571349216,30,12,0,1,1,0,5,13,30,0
9,3,1,3,0,0,19,696,1788983405571349248,30,12,0,1,1,0,5,13,31,0
9,47,1,3,0,0,109,698,1788983405571349504,32,12,0,1,1,0,5,13,33,0
8,46,0,0,1,0,94,175,1788983405571349568,32,12,0,1,1,0,5,12,32,0
9,47,0,1,0,0,95,699,1788983405571349568,32,12,0,1,1,0,5,13,32,0
9,2,0,0,0,0,2,700,1788983405571349600,30,12,0,1,1,0,5,12,30,0
9,2,1,2,0,0,18,701,1788983405571349632,30,12,0,1,1,0,5,12,31,0
9,46,1,2,0,0,108,702,1788983405571349824,32,12,0,1,1,0,5,12,33,0
9,46,0,0,0,0,94,703,1788983405571349984,32,12,0,1,1,0,5,12,32,0
7,34,0,0,1,0,68,176,1788983405571351360,1,1,5,1240,17,0,0,0,0,0
7,26,0,0,1,0,42,177,1788983405571352256,1,1,5,1240,13,0,0,0,0,0
7,44,0,0,1,0,78,178,1788983405571352768,1,1,5,1240,22,0,0,0,0,0
8,34,0,0,1,0,68,176,1788983405571352864,34,12,0,1,1,0,5,12,34,0
9,34,0,0,0,0,68,704,1788983405571352896,34,12,0,1,1,0,5,12,34,0
9,35,0,1,0,0,69,705,1788983405571352896,34,12,0,1,1,0,5,13,34,0
9,35,1,3,0,0,83,707,1788983405571352928,34,12,0,1,1,0,5,13,35,0
9,34,1,2,0,0,82,706,1788983405571352928,34,12,0,1,1,0,5,12,35,0
7,58,0,0,1,0,106,179,1788983405571352960,1,1,5,1240,29,0,0,0,0,0
7,10,0,0,1,0,10,180,1788983405571353120,1,1,5,1240,5,0,0,0,0,0
7,20,0,0,1,0,36,181,1788983405571353152,1,1,5,1240,10,0,0,0,0,0
7,56,0,0,1,0,104,182,1788983405571353376,1,1,5,1240,28,0,0,0,0,0
7,62,0,0,1,0,132,183,1788983405571353504,1,1,5,1240,31,0,0,0,0,0
7,60,0,0,1,0,130,184,1788983405571353664,1,1,5,1240,30,0,0,0,0,0
8,26,0,0,1,0,42,177,1788983405571353696,36,12,0,1,1,0,5,12,36,0
9,26,0,0,0,0,42,708,1788983405571353728,36,12,0,1,1,0,5,12,36,0
9,27,0,1,0,0,43,709,1788983405571353728,36,12,0,1,1,0,5,13,36,0
9,27,1,3,0,0,59,710,1788983405571353792,36,12,0,1,1,0,5,13,37,0
9,26,1,2,0,0,58,711,1788983405571353792,36,12,0,1,1,0,5,12,37,0
7,40,0,0,1,0,74,185,1788983405571353824,1,1,5,1240,20,0,0,0,0,0
7,28,0,0,1,0,44,186,1788983405571353856,1,1,5,1240,14,0,0,0,0,0
7,0,2,0,1,0,134,187,1788983405571354048,1,1,5,1240,0,1,0,0,0,0
7,12,0,0,1,0,12,188,1788983405571354208,1,1,5,1240,6,0,0,0,0,0
8,44,0,0,1,0,78,178,1788983405571354272,38,12,0,1,1,0,5,12,38,0
7,4,0,0,1,0,4,189,1788983405571354272,1,1,5,1240,2,0,0,0,0,0
9,45,1,3,0,0,93,712,1788983405571354304,38,12,0,1,1,0,5,13,39,0
9,44,1,2,0,0,92,713,1788983405571354336,38,12,0,1,1,0,5,12,39,0
9,44,0,0,0,0,78,714,1788983405571354368,38,12,0,1,1,0,5,12,38,0
7,30,0,0,1,0,46,190,1788983405571354336,1,1,5,1240,15,0,0,0,0,0
9,45,0,1,0,0,79,715,1788983405571354368,38,12,0,1,1,0,5,13,38,0
9,59,1,3,0,0,121,717,1788983405571354496,40,12,0,1,1,0,5,13,41,0
9,58,1,2,0,0,120,716,1788983405571354496,40,12,0,1,1,0,5,12,41,0
8,58,0,0,1,0,106,179,1788983405571354496,40,12,0,1,1,0,5,12,40,0
7,48,0,0,1,0,96,191,1788983405571354496,1,1,5,1240,24,0,0,0,0,0
7,14,0,0,1,0,14,192,1788983405571354528,1,1,5,1240,7,0,0,0,0,0
8,10,0,0,1,0,10,180,1788983405571354528,42,12,0,1,1,0,5,12,42,0
9,59,0,1,0,0,107,718,1788983405571354560,40,12,0,1,1,0,5,13,40,0
9,58,0,0,0,0,106,719,1788983405571354592,40,12,0,1,1,0,5,12,40,0
8,20,0,0,1,0,36,181,1788983405571354592,44,12,0,1,1,0,5,12,44,0
9,11,0,1,0,0,11,721,1788983405571354592,42,12,0,1,1,0,5,13,42,0
7,54,0,0,1,0,102,193,1788983405571354624,1,1,5,1240,27,0,0,0,0,0
9,10,0,0,0,0,10,720,1788983405571354592,42,12,0,1,1,0,5,12,42,0
9,11,1,3,0,0,27,722,1788983405571354624,42,12,0,1,1,0,5,13,43,0
9,10,1,2,0,0,26,723,1788983405571354624,42,12,0,1,1,0,5,12,43,0
9,20,0,0,0,0,36,724,1788983405571354624,44,12,0,1,1,0,5,12,44,0
9,21,0,1,0,0,37,725,1788983405571354656,44,12,0,1,1,0,5,13,44,0
9,21,1,3,0,0,53,726,1788983405571354688,44,12,0,1,1,0,5,13,45,0
9,20,1,2,0,0,52,727,1788983405571354720,44,12,0,1,1,0,5,12,45,0
7,42,0,0,1,0,76,194,1788983405571354720,1,1,5,1240,21,0,0,0,0,0
8,56,0,0,1,0,104,182,1788983405571354880,46,12,0,1,1,0,5,12,46,0
9,56,1,2,0,0,118,728,1788983405571354912,46,12,0,1,1,0,5,12,47,0
9,57,1,3,0,0,119,729,1788983405571354944,46,12,0,1,1,0,5,13,47,0
9,56,0,0,0,0,104,731,1788983405571354944,46,12,0,1,1,0,5,12,46,0
9,57,0,1,0,0,105,730,1788983405571354944,46,12,0,1,1,0,5,13,46,0
8,62,0,0,1,0,132,183,1788983405571354976,48,12,0,1,1,0,5,12,48,0
9,62,1,2,0,0,138,732,1788983405571355008,48,12,0,1,1,0,5,12,49,0
9,63,1,3,0,0,139,733,1788983405571355008,48,12,0,1,1,0,5,13,49,0
9,62,0,0,0,0,132,735,1788983405571355040,48,12,0,1,1,0,5,12,48,0
9,63,0,1,0,0,133,734,1788983405571355072,48,12,0,1,1,0,5,13,48,0
8,60,0,0,1,0,130,184,1788983405571355104,50,12,0,1,1,0,5,12,50,0
9,60,0,0,0,0,130,736,1788983405571355168,50,12,0,1,1,0,5,12,50,0
9,61,0,1,0,0,131,737,1788983405571355168,50,12,0,1,1,0,5,13,50,0
9,60,1,2,0,0,136,739,1788983405571355232,50,12,0,1,1,0,5,12,51,0
9,61,1,3,0,0,137,738,1788983405571355232,50,12,0,1,1,0,5,13,51,0
8,28,0,0,1,0,44,185,1788983405571355296,54,12,0,1,1,0,5,12,54,0
9,29,0,1,0,0,45,741,1788983405571355328,54,12,0,1,1,0,5,13,54,0
9,40,1,2,0,0,88,742,1788983405571355328,52,12,0,1,1,0,5,12,53,0
9,41,1,3,0,0,89,743,1788983405571355328,52,12,0,1,1,0,5,13,53,0
9,28,0,0,0,0,44,740,1788983405571355360,54,12,0,1,1,0,5,12,54,0
9,28,1,2,0,0,60,744,1788983405571355360,54,12,0,1,1,0,5,12,55,0
9,29,1,3,0,0,61,745,1788983405571355360,54,12,0,1,1,0,5,13,55,0
9,40,0,0,0,0,74,746,1788983405571355392,52,12,0,1,1,0,5,12,52,0
9,41,0,1,0,0,75,747,1788983405571355392,52,12,0,1,1,0,5,13,52,0
8,40,0,0,1,0,74,186,1788983405571355392,52,12,0,1,1,0,5,12,52,0
8,0,2,0,1,0,134,187,1788983405571355456,56,12,0,1,1,0,5,12,56,0
9,0,3,2,0,0,140,748,1788983405571355520,56,12,0,1,1,0,5,12,57,0
9,1,3,3,0,0,141,749,1788983405571355520,56,12,0,1,1,0,5,13,57,0
9,1,2,1,0,0,135,751,1788983405571355520,56,12,0,1,1,0,5,13,56,0
9,0,2,0,0,0,134,750,1788983405571355520,56,12,0,1,1,0,5,12,56,0
8,12,0,0,1,0,12,188,1788983405571355648,58,12,0,1,1,0,5,12,58,0
9,13,1,3,0,0,29,752,1788983405571355680,58,12,0,1,1,0,5,13,59,0
9,12,1,2,0,0,28,753,1788983405571355712,58,12,0,1,1,0,5,12,59,0
9,12,0,0,0,0,12,754,1788983405571355712,58,12,0,1,1,0,5,12,58,0
9,13,0,1,0,0,13,755,1788983405571355712,58,12,0,1,1,0,5,13,58,0
9,4,0,0,0,0,4,757,1788983405571355744,60,12,0,1,1,0,5,12,60,0
9,5,0,1,0,0,5,756,1788983405571355744,60,12,0,1,1,0,5,13,60,0
8,4,0,0,1,0,4,189,1788983405571355744,60,12,0,1,1,0,5,12,60,0
9,4,1,2,0,0,20,758,1788983405571355808,60,12,0,1,1,0,5,12,61,0
9,5,1,3,0,0,21,759,1788983405571355808,60,12,0,1,1,0,5,13,61,0
8,30,0,0,1,0,46,190,1788983405571355904,62,12,0,1,1,0,5,12,62,0
9,30,1,2,0,0,62,761,1788983405571355968,62,12,0,1,1,0,5,12,63,0
9,31,1,3,0,0,63,760,1788983405571355968,62,12,0,1,1,0,5,13,63,0
9,48,1,2,0,0,110,763,1788983405571356000,0,14,0,1,1,0,5,14,1,0
9,49,1,3,0,0,111,762,1788983405571356000,0,14,0,1,1,0,5,15,1,0
9,31,0,1,0,0,47,764,1788983405571356032,62,12,0,1,1,0,5,13,62,0
8,48,0,0,1,0,96,191,1788983405571356000,0,14,0,1,1,0,5,14,0,0
9,30,0,0,0,0,46,765,1788983405571356032,62,12,0,1,1,0,5,12,62,0
9,49,0,1,0,0,97,766,1788983405571356064,0,14,0,1,1,0,5,15,0,0
9,48,0,0,0,0,96,767,1788983405571356064,0,14,0,1,1,0,5,14,0,0
9,14,1,2,0,0,30,768,1788983405571356128,2,14,0,1,1,0,5,14,3,0
9,15,1,3,0,0,31,769,1788983405571356128,2,14,0,1,1,0,5,15,3,0
8,14,0,0,1,0,14,192,1788983405571356128,2,14,0,1,1,0,5,14,2,0
9,15,0,1,0,0,15,770,1788983405571356192,2,14,0,1,1,0,5,15,2,0
9,14,0,0,0,0,14,771,1788983405571356192,2,14,0,1,1,0,5,14,2,0
9,54,1,2,0,0,116,773,1788983405571356192,4,14,0,1,1,0,5,14,5,0
9,55,1,3,0,0,117,772,1788983405571356192,4,14,0,1,1,0,5,15,5,0
8,54,0,0,1,0,102,193,1788983405571356256,4,14,0,1,1,0,5,14,4,0
9,42,1,2,0,0,90,774,1788983405571356288,6,14,0,1,1,0,5,14,7,0
