# trace records: appended=6864 stored=6864
# seq[0]=0
# seq[1]=4
# seq[2]=264
# seq[3]=34
# seq[4]=132
# seq[5]=260
# seq[6]=0
# seq[7]=1024
# seq[8]=1024
# seq[9]=4096
# seq[10]=32
# seq[11]=4
# seq[12]=0
# seq[13]=0
# seq[14]=0
# seq[15]=0
kind,bx,by,rank,warp,lane,smid,seq,t,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9
9,11,0,1,0,0,11,1799,1788983405571619808,4,30,0,1,1,0,13,31,4,0
7,54,0,0,1,0,102,455,1788983405571620032,1,1,13,1240,27,0,0,0,0,0
9,48,1,2,0,0,110,1800,1788983405571620000,6,30,0,1,1,0,13,30,7,0
9,49,1,3,0,0,111,1801,1788983405571620000,6,30,0,1,1,0,13,31,7,0
8,48,0,0,1,0,96,451,1788983405571620064,6,30,0,1,1,0,13,30,6,0
8,30,0,0,1,0,46,450,1788983405571620064,8,30,0,1,1,0,13,30,8,0
9,49,0,1,0,0,97,1803,1788983405571620064,6,30,0,1,1,0,13,31,6,0
9,30,0,0,0,0,46,1802,1788983405571620064,8,30,0,1,1,0,13,30,8,0
9,31,0,1,0,0,47,1805,1788983405571620064,8,30,0,1,1,0,13,31,8,0
9,48,0,0,0,0,96,1804,1788983405571620064,6,30,0,1,1,0,13,30,6,0
9,30,1,2,0,0,62,1806,1788983405571620096,8,30,0,1,1,0,13,30,9,0
9,31,1,3,0,0,63,1807,1788983405571620128,8,30,0,1,1,0,13,31,9,0
8,12,0,0,1,0,12,452,1788983405571620160,10,30,0,1,1,0,13,30,10,0
9,12,1,2,0,0,28,1808,1788983405571620160,10,30,0,1,1,0,13,30,11,0
9,13,1,3,0,0,29,1809,1788983405571620160,10,30,0,1,1,0,13,31,11,0
9,12,0,0,0,0,12,1810,1788983405571620192,10,30,0,1,1,0,13,30,10,0
9,13,0,1,0,0,13,1811,1788983405571620192,10,30,0,1,1,0,13,31,10,0
8,14,0,0,1,0,14,453,1788983405571620576,12,30,0,1,1,0,13,30,12,0
9,14,1,2,0,0,30,1813,1788983405571620608,12,30,0,1,1,0,13,30,13,0
9,15,1,3,0,0,31,1812,1788983405571620608,12,30,0,1,1,0,13,31,13,0
9,15,0,1,0,0,15,1814,1788983405571620608,12,30,0,1,1,0,13,31,12,0
9,14,0,0,0,0,14,1815,1788983405571620640,12,30,0,1,1,0,13,30,12,0
8,42,0,0,1,0,76,454,1788983405571621024,14,30,0,1,1,0,13,30,14,0
9,42,1,2,0,0,90,1816,1788983405571621088,14,30,0,1,1,0,13,30,15,0
9,43,1,3,0,0,91,1817,1788983405571621120,14,30,0,1,1,0,13,31,15,0
9,42,0,0,0,0,76,1819,1788983405571621152,14,30,0,1,1,0,13,30,14,0
9,43,0,1,0,0,77,1818,1788983405571621184,14,30,0,1,1,0,13,31,14,0
8,54,0,0,1,0,102,455,1788983405571621504,16,30,0,1,1,0,13,30,16,0
9,54,0,0,0,0,102,1820,1788983405571621536,16,30,0,1,1,0,13,30,16,0
9,54,1,2,0,0,116,1821,1788983405571621568,16,30,0,1,1,0,13,30,17,0
9,55,1,3,0,0,117,1822,1788983405571621568,16,30,0,1,1,0,13,31,17,0
9,55,0,1,0,0,103,1823,1788983405571621568,16,30,0,1,1,0,13,31,16,0
7,16,0,0,1,0,32,456,1788983405571625760,0,0,14,1232,8,0,0,0,0,0
8,16,0,0,1,0,32,456,1788983405571626560,18,30,0,1,0,1,14,30,18,0
9,17,0,1,0,0,33,1824,1788983405571626592,18,30,0,1,0,1,14,31,18,0
9,17,1,3,0,0,49,1825,1788983405571626688,18,30,0,1,0,1,14,31,19,0
9,16,0,0,0,0,32,1826,1788983405571626880,18,30,0,1,0,1,14,30,18,0
9,16,1,2,0,0,48,1827,1788983405571627040,18,30,0,1,0,1,14,30,19,0
7,24,0,0,1,0,40,457,1788983405571628480,0,0,14,1232,12,0,0,0,0,0
8,24,0,0,1,0,40,457,1788983405571629312,20,30,0,1,0,1,14,30,20,0
9,25,0,1,0,0,41,1829,1788983405571629440,20,30,0,1,0,1,14,31,20,0
9,25,1,3,0,0,57,1828,1788983405571629440,20,30,0,1,0,1,14,31,21,0
9,24,0,0,0,0,40,1831,1788983405571629792,20,30,0,1,0,1,14,30,20,0
9,24,1,2,0,0,56,1830,1788983405571629792,20,30,0,1,0,1,14,30,21,0
7,22,0,0,1,0,38,458,1788983405571629856,0,0,14,1232,11,0,0,0,0,0
8,22,0,0,1,0,38,458,1788983405571630688,22,30,0,1,0,1,14,30,22,0
9,23,0,1,0,0,39,1832,1788983405571630784,22,30,0,1,0,1,14,31,22,0
9,23,1,3,0,0,55,1833,1788983405571630816,22,30,0,1,0,1,14,31,23,0
9,22,0,0,0,0,38,1834,1788983405571631168,22,30,0,1,0,1,14,30,22,0
7,36,0,0,1,0,70,459,1788983405571631200,0,0,14,1232,18,0,0,0,0,0
9,22,1,2,0,0,54,1835,1788983405571631296,22,30,0,1,0,1,14,30,23,0
8,36,0,0,1,0,70,459,1788983405571632032,24,30,0,1,0,1,14,30,24,0
9,37,1,3,0,0,85,1837,1788983405571632160,24,30,0,1,0,1,14,31,25,0
9,37,0,1,0,0,71,1836,1788983405571632160,24,30,0,1,0,1,14,31,24,0
7,8,0,0,1,0,8,460,1788983405571632288,0,0,14,1232,4,0,0,0,0,0
9,36,1,2,0,0,84,1838,1788983405571632512,24,30,0,1,0,1,14,30,25,0
9,36,0,0,0,0,70,1839,1788983405571632576,24,30,0,1,0,1,14,30,24,0
7,38,0,0,1,0,72,461,1788983405571632640,0,0,14,1232,19,0,0,0,0,0
9,9,0,1,0,0,9,1840,1788983405571633120,26,30,0,1,0,1,14,31,26,0
8,8,0,0,1,0,8,460,1788983405571633120,26,30,0,1,0,1,14,30,26,0
9,9,1,3,0,0,25,1841,1788983405571633216,26,30,0,1,0,1,14,31,27,0
7,6,0,0,1,0,6,462,1788983405571633344,0,0,14,1232,3,0,0,0,0,0
7,52,0,0,1,0,100,463,1788983405571633344,0,0,14,1232,26,0,0,0,0,0
9,8,0,0,0,0,8,1842,1788983405571633408,26,30,0,1,0,1,14,30,26,0
8,38,0,0,1,0,72,461,1788983405571633472,28,30,0,1,0,1,14,30,28,0
9,39,0,1,0,0,73,1843,1788983405571633504,28,30,0,1,0,1,14,31,28,0
9,8,1,2,0,0,24,1844,1788983405571633568,26,30,0,1,0,1,14,30,27,0
7,50,0,0,1,0,98,464,1788983405571633632,0,0,14,1232,25,0,0,0,0,0
9,39,1,3,0,0,87,1845,1788983405571633600,28,30,0,1,0,1,14,31,29,0
9,38,1,2,0,0,86,1846,1788983405571633984,28,30,0,1,0,1,14,30,29,0
9,38,0,0,0,0,72,1847,1788983405571633984,28,30,0,1,0,1,14,30,28,0
7,32,0,0,1,0,66,465,1788983405571634048,0,0,14,1232,16,0,0,0,0,0
8,6,0,0,1,0,6,462,1788983405571634176,30,30,0,1,0,1,14,30,30,0
8,52,0,0,1,0,100,463,1788983405571634176,32,30,0,1,0,1,14,30,32,0
9,53,1,3,0,0,115,1848,1788983405571634208,32,30,0,1,0,1,14,31,33,0
9,53,0,1,0,0,101,1851,1788983405571634272,32,30,0,1,0,1,14,31,32,0
9,7,0,1,0,0,7,1849,1788983405571634304,30,30,0,1,0,1,14,31,30,0
9,7,1,3,0,0,23,1850,1788983405571634336,30,30,0,1,0,1,14,31,31,0
9,51,1,3,0,0,113,1852,1788983405571634528,34,30,0,1,0,1,14,31,35,0
9,52,1,2,0,0,114,1854,1788983405571634528,32,30,0,1,0,1,14,30,33,0
8,50,0,0,1,0,98,464,1788983405571634560,34,30,0,1,0,1,14,30,34,0
9,51,0,1,0,0,99,1853,1788983405571634560,34,30,0,1,0,1,14,31,34,0
9,6,1,2,0,0,22,1855,1788983405571634592,30,30,0,1,0,1,14,30,31,0
9,50,0,0,0,0,98,1856,1788983405571634688,34,30,0,1,0,1,14,30,34,0
9,6,0,0,0,0,6,1857,1788983405571634688,30,30,0,1,0,1,14,30,30,0
9,52,0,0,0,0,100,1858,1788983405571634848,32,30,0,1,0,1,14,30,32,0
9,50,1,2,0,0,112,1859,1788983405571634880,34,30,0,1,0,1,14,30,35,0
8,32,0,0,1,0,66,465,1788983405571634944,36,30,0,1,0,1,14,30,36,0
9,33,0,1,0,0,67,1860,1788983405571634944,36,30,0,1,0,1,14,31,36,0
9,33,1,3,0,0,81,1861,1788983405571635008,36,30,0,1,0,1,14,31,37,0
9,32,0,0,0,0,66,1862,1788983405571635264,36,30,0,1,0,1,14,30,36,0
9,32,1,2,0,0,80,1863,1788983405571635424,36,30,0,1,0,1,14,30,37,0
7,18,0,0,1,0,34,466,1788983405571637376,0,0,14,1232,9,0,0,0,0,0
7,2,0,0,1,0,2,467,1788983405571638176,0,0,14,1232,1,0,0,0,0,0
8,18,0,0,1,0,34,466,1788983405571638240,38,30,0,1,0,1,14,30,38,0
9,19,1,3,0,0,51,1864,1788983405571638272,38,30,0,1,0,1,14,31,39,0
9,19,0,1,0,0,35,1865,1788983405571638304,38,30,0,1,0,1,14,31,38,0
7,46,0,0,1,0,94,468,1788983405571638528,0,0,14,1232,23,0,0,0,0,0
9,18,0,0,0,0,34,1866,1788983405571638752,38,30,0,1,0,1,14,30,38,0
9,18,1,2,0,0,50,1867,1788983405571638848,38,30,0,1,0,1,14,30,39,0
8,2,0,0,1,0,2,467,1788983405571639008,40,30,0,1,0,1,14,30,40,0
9,3,1,3,0,0,19,1868,1788983405571639104,40,30,0,1,0,1,14,31,41,0
9,3,0,1,0,0,3,1869,1788983405571639136,40,30,0,1,0,1,14,31,40,0
8,46,0,0,1,0,94,468,1788983405571639424,42,30,0,1,0,1,14,30,42,0
9,2,1,2,0,0,18,1872,1788983405571639456,40,30,0,1,0,1,14,30,41,0
9,47,1,3,0,0,109,1870,1788983405571639520,42,30,0,1,0,1,14,31,43,0
9,47,0,1,0,0,95,1871,1788983405571639520,42,30,0,1,0,1,14,31,42,0
9,2,0,0,0,0,2,1873,1788983405571639552,40,30,0,1,0,1,14,30,40,0
9,46,1,2,0,0,108,1874,1788983405571639776,42,30,0,1,0,1,14,30,43,0
9,46,0,0,0,0,94,1875,1788983405571639904,42,30,0,1,0,1,14,30,42,0
7,0,0,0,1,0,0,469,1788983405571640032,0,1,8,1232,0,0,0,0,0,0
8,0,0,0,1,0,0,469,1788983405571640832,44,30,0,1,0,0,8,30,44,0
9,1,0,1,0,0,1,1876,1788983405571640928,44,30,0,1,0,0,8,31,44,0
9,1,1,3,0,0,17,1877,1788983405571640960,44,30,0,1,0,0,8,31,45,0
9,0,0,0,0,0,0,1878,1788983405571642016,44,30,0,1,0,0,8,30,44,0
9,0,1,2,0,0,16,1879,1788983405571642688,44,30,0,1,0,0,8,30,45,0
7,34,0,0,1,0,68,470,1788983405571644704,0,0,14,1232,17,0,0,0,0,0
8,34,0,0,1,0,68,470,1788983405571646144,46,30,0,1,0,1,14,30,46,0
9,35,0,1,0,0,69,1881,1788983405571646144,46,30,0,1,0,1,14,31,46,0
9,34,0,0,0,0,68,1880,1788983405571646144,46,30,0,1,0,1,14,30,46,0
9,34,1,2,0,0,82,1882,1788983405571646208,46,30,0,1,0,1,14,30,47,0
9,35,1,3,0,0,83,1883,1788983405571646208,46,30,0,1,0,1,14,31,47,0
7,44,0,0,1,0,78,471,1788983405571646880,0,0,14,1232,22,0,0,0,0,0
7,0,2,0,1,0,134,472,1788983405571647104,0,0,14,1232,0,1,0,0,0,0
7,26,0,0,1,0,42,473,1788983405571647424,0,0,14,1232,13,0,0,0,0,0
7,60,0,0,1,0,130,474,1788983405571648128,0,0,14,1232,30,0,0,0,0,0
7,62,0,0,1,0,132,475,1788983405571648224,0,0,14,1232,31,0,0,0,0,0
9,45,0,1,0,0,79,1884,1788983405571648384,48,30,0,1,0,1,14,31,48,0
8,44,0,0,1,0,78,471,1788983405571648384,48,30,0,1,0,1,14,30,48,0
9,44,0,0,0,0,78,1885,1788983405571648416,48,30,0,1,0,1,14,30,48,0
9,45,1,3,0,0,93,1886,1788983405571648448,48,30,0,1,0,1,14,31,49,0
9,44,1,2,0,0,92,1887,1788983405571648512,48,30,0,1,0,1,14,30,49,0
8,0,2,0,1,0,134,472,1788983405571648576,50,30,0,1,0,1,14,30,50,0
9,1,3,3,0,0,141,1890,1788983405571648640,50,30,0,1,0,1,14,31,51,0
9,0,3,2,0,0,140,1891,1788983405571648608,50,30,0,1,0,1,14,30,51,0
9,0,2,0,0,0,134,1888,1788983405571648640,50,30,0,1,0,1,14,30,50,0
9,1,2,1,0,0,135,1889,1788983405571648640,50,30,0,1,0,1,14,31,50,0
7,20,0,0,1,0,36,476,1788983405571648736,0,0,14,1232,10,0,0,0,0,0
8,26,0,0,1,0,42,473,1788983405571648832,52,30,0,1,0,1,14,30,52,0
9,27,0,1,0,0,43,1892,1788983405571648864,52,30,0,1,0,1,14,31,52,0
7,58,0,0,1,0,106,477,1788983405571648864,0,0,14,1232,29,0,0,0,0,0
9,26,0,0,0,0,42,1893,1788983405571648896,52,30,0,1,0,1,14,30,52,0
9,26,1,2,0,0,58,1894,1788983405571648928,52,30,0,1,0,1,14,30,53,0
9,27,1,3,0,0,59,1895,1788983405571648928,52,30,0,1,0,1,14,31,53,0
7,56,0,0,1,0,104,478,1788983405571649408,0,0,14,1232,28,0,0,0,0,0
8,60,0,0,1,0,130,474,1788983405571649568,54,30,0,1,0,1,14,30,54,0
9,60,1,2,0,0,136,1899,1788983405571649568,54,30,0,1,0,1,14,30,55,0
9,61,1,3,0,0,137,1898,1788983405571649568,54,30,0,1,0,1,14,31,55,0
9,60,0,0,0,0,130,1896,1788983405571649600,54,30,0,1,0,1,14,30,54,0
9,61,0,1,0,0,131,1897,1788983405571649600,54,30,0,1,0,1,14,31,54,0
8,62,0,0,1,0,132,475,1788983405571649632,56,30,0,1,0,1,14,30,56,0
7,28,0,0,1,0,44,479,1788983405571649696,0,0,14,1232,14,0,0,0,0,0
9,62,0,0,0,0,132,1900,1788983405571649728,56,30,0,1,0,1,14,30,56,0
9,63,0,1,0,0,133,1901,1788983405571649728,56,30,0,1,0,1,14,31,56,0
9,62,1,2,0,0,138,1902,1788983405571649728,56,30,0,1,0,1,14,30,57,0
9,63,1,3,0,0,139,1903,1788983405571649728,56,30,0,1,0,1,14,31,57,0
8,20,0,0,1,0,36,476,1788983405571650176,58,30,0,1,0,1,14,30,58,0
9,20,0,0,0,0,36,1904,1788983405571650208,58,30,0,1,0,1,14,30,58,0
9,21,0,1,0,0,37,1905,1788983405571650208,58,30,0,1,0,1,14,31,58,0
9,21,1,3,0,0,53,1907,1788983405571650240,58,30,0,1,0,1,14,31,59,0
9,20,1,2,0,0,52,1906,1788983405571650240,58,30,0,1,0,1,14,30,59,0
7,4,0,0,1,0,4,480,1788983405571650240,0,0,14,1232,2,0,0,0,0,0
8,58,0,0,1,0,106,477,1788983405571650400,60,30,0,1,0,1,14,30,60,0
9,58,1,2,0,0,120,1908,1788983405571650400,60,30,0,1,0,1,14,30,61,0
9,59,1,3,0,0,121,1909,1788983405571650400,60,30,0,1,0,1,14,31,61,0
9,58,0,0,0,0,106,1910,1788983405571650432,60,30,0,1,0,1,14,30,60,0
9,59,0,1,0,0,107,1911,1788983405571650464,60,30,0,1,0,1,14,31,60,0
7,40,0,0,1,0,74,481,1788983405571650688,0,0,14,1232,20,0,0,0,0,0
7,30,0,0,1,0,46,482,1788983405571650688,0,0,14,1232,15,0,0,0,0,0
7,10,0,0,1,0,10,483,1788983405571650816,0,0,14,1232,5,0,0,0,0,0
7,48,0,0,1,0,96,484,1788983405571650880,0,0,14,1232,24,0,0,0,0,0
7,12,0,0,1,0,12,485,1788983405571650880,0,0,14,1232,6,0,0,0,0,0
8,56,0,0,1,0,104,478,1788983405571650912,62,30,0,1,0,1,14,30,62,0
9,57,1,3,0,0,119,1912,1788983405571650944,62,30,0,1,0,1,14,31,63,0
9,56,1,2,0,0,118,1913,1788983405571650944,62,30,0,1,0,1,14,30,63,0
9,56,0,0,0,0,104,1914,1788983405571650976,62,30,0,1,0,1,14,30,62,0
9,57,0,1,0,0,105,1915,1788983405571651008,62,30,0,1,0,1,14,31,62,0
8,28,0,0,1,0,44,479,1788983405571651168,0,32,0,1,0,1,14,32,0,0
9,28,0,0,0,0,44,1919,1788983405571651200,0,32,0,1,0,1,14,32,0,0
9,29,0,1,0,0,45,1918,1788983405571651232,0,32,0,1,0,1,14,33,0,0
9,29,1,3,0,0,61,1916,1788983405571651232,0,32,0,1,0,1,14,33,1,0
9,28,1,2,0,0,60,1917,1788983405571651264,0,32,0,1,0,1,14,32,1,0
7,14,0,0,1,0,14,486,1788983405571651456,0,0,14,1232,7,0,0,0,0,0
8,4,0,0,1,0,4,480,1788983405571651680,2,32,0,1,0,1,14,32,2,0
7,42,0,0,1,0,76,487,1788983405571651680,0,0,14,1232,21,0,0,0,0,0
9,4,0,0,0,0,4,1920,1788983405571651712,2,32,0,1,0,1,14,32,2,0
9,5,0,1,0,0,5,1921,1788983405571651776,2,32,0,1,0,1,14,33,2,0
9,5,1,3,0,0,21,1922,1788983405571651776,2,32,0,1,0,1,14,33,3,0
9,4,1,2,0,0,20,1923,1788983405571651776,2,32,0,1,0,1,14,32,3,0
8,30,0,0,1,0,46,481,1788983405571652096,6,32,0,1,0,1,14,32,6,0
8,40,0,0,1,0,74,482,1788983405571652160,4,32,0,1,0,1,14,32,4,0
9,41,1,3,0,0,89,1924,1788983405571652192,4,32,0,1,0,1,14,33,5,0
9,40,1,2,0,0,88,1925,1788983405571652192,4,32,0,1,0,1,14,32,5,0
9,30,0,0,0,0,46,1927,1788983405571652224,6,32,0,1,0,1,14,32,6,0
9,31,0,1,0,0,47,1926,1788983405571652224,6,32,0,1,0,1,14,33,6,0
9,31,1,3,0,0,63,1929,1788983405571652256,6,32,0,1,0,1,14,33,7,0
9,30,1,2,0,0,62,1928,1788983405571652256,6,32,0,1,0,1,14,32,7,0
9,40,0,0,0,0,74,1930,1788983405571652224,4,32,0,1,0,1,14,32,4,0
9,41,0,1,0,0,75,1931,1788983405571652288,4,32,0,1,0,1,14,33,4,0
8,48,0,0,1,0,96,483,1788983405571652288,10,32,0,1,0,1,14,32,10,0
9,10,1,2,0,0,26,1932,1788983405571652320,8,32,0,1,0,1,14,32,9,0
9,48,1,2,0,0,110,1934,1788983405571652320,10,32,0,1,0,1,14,32,11,0
9,49,1,3,0,0,111,1935,1788983405571652320,10,32,0,1,0,1,14,33,11,0
7,54,0,0,1,0,102,488,1788983405571652352,0,0,14,1232,27,0,0,0,0,0
9,11,1,3,0,0,27,1933,1788983405571652352,8,32,0,1,0,1,14,33,9,0
8,12,0,0,1,0,12,484,1788983405571652384,12,32,0,1,0,1,14,32,12,0
9,48,0,0,0,0,96,1936,1788983405571652416,10,32,0,1,0,1,14,32,10,0
9,49,0,1,0,0,97,1937,1788983405571652416,10,32,0,1,0,1,14,33,10,0
9,13,1,3,0,0,29,1939,1788983405571652416,12,32,0,1,0,1,14,33,13,0
9,12,1,2,0,0,28,1938,1788983405571652416,12,32,0,1,0,1,14,32,13,0
8,10,0,0,1,0,10,485,1788983405571652416,8,32,0,1,0,1,14,32,8,0
9,11,0,1,0,0,11,1941,1788983405571652416,8,32,0,1,0,1,14,33,8,0
9,10,0,0,0,0,10,1940,1788983405571652416,8,32,0,1,0,1,14,32,8,0
9,12,0,0,0,0,12,1942,1788983405571652480,12,32,0,1,0,1,14,32,12,0
9,13,0,1,0,0,13,1943,1788983405571652480,12,32,0,1,0,1,14,33,12,0
8,14,0,0,1,0,14,486,1788983405571652864,14,32,0,1,0,1,14,32,14,0
9,14,1,2,0,0,30,1944,1788983405571652896,14,32,0,1,0,1,14,32,15,0
9,15,1,3,0,0,31,1945,1788983405571652928,14,32,0,1,0,1,14,33,15,0
9,14,0,0,0,0,14,1946,1788983405571652928,14,32,0,1,0,1,14,32,14,0
9,15,0,1,0,0,15,1947,1788983405571652960,14,32,0,1,0,1,14,33,14,0
8,42,0,0,1,0,76,487,1788983405571653280,16,32,0,1,0,1,14,32,16,0
9,43,0,1,0,0,77,1950,1788983405571653312,16,32,0,1,0,1,14,33,16,0
9,43,1,3,0,0,91,1949,1788983405571653312,16,32,0,1,0,1,14,33,17,0
9,42,1,2,0,0,90,1948,1788983405571653312,16,32,0,1,0,1,14,32,17,0
9,42,0,0,0,0,76,1951,1788983405571653344,16,32,0,1,0,1,14,32,16,0
8,54,0,0,1,0,102,488,1788983405571653824,18,32,0,1,0,1,14,32,18,0
9,54,1,2,0,0,116,1952,1788983405571653856,18,32,0,1,0,1,14,32,19,0
9,55,1,3,0,0,117,1953,1788983405571653888,18,32,0,1,0,1,14,33,19,0
9,55,0,1,0,0,103,1954,1788983405571653888,18,32,0,1,0,1,14,33,18,0
9,54,0,0,0,0,102,1955,1788983405571653888,18,32,0,1,0,1,14,32,18,0
7,16,0,0,1,0,32,489,1788983405571656608,1,0,15,1240,8,0,0,0,0,0
8,16,0,0,1,0,32,489,1788983405571657408,20,32,0,1,1,1,15,32,20,0
9,17,0,1,0,0,33,1956,1788983405571657472,20,32,0,1,1,1,15,33,20,0
9,17,1,3,0,0,49,1957,1788983405571657536,20,32,0,1,1,1,15,33,21,0
9,16,0,0,0,0,32,1958,1788983405571657824,20,32,0,1,1,1,15,32,20,0
9,16,1,2,0,0,48,1959,1788983405571657920,20,32,0,1,1,1,15,32,21,0
7,24,0,0,1,0,40,490,1788983405571659776,1,0,15,1240,12,0,0,0,0,0
8,24,0,0,1,0,40,490,1788983405571660544,22,32,0,1,1,1,15,32,22,0
9,25,0,1,0,0,41,1960,1788983405571660608,22,32,0,1,1,1,15,33,22,0
9,25,1,3,0,0,57,1961,1788983405571660640,22,32,0,1,1,1,15,33,23,0
9,24,0,0,0,0,40,1962,1788983405571661792,22,32,0,1,1,1,15,32,22,0
9,24,1,2,0,0,56,1963,1788983405571661888,22,32,0,1,1,1,15,32,23,0
7,22,0,0,1,0,38,491,1788983405571661984,1,0,15,1240,11,0,0,0,0,0
8,22,0,0,1,0,38,491,1788983405571662816,24,32,0,1,1,1,15,32,24,0
9,23,0,1,0,0,39,1964,1788983405571662848,24,32,0,1,1,1,15,33,24,0
7,36,0,0,1,0,70,492,1788983405571662848,1,0,15,1240,18,0,0,0,0,0
9,23,1,3,0,0,55,1965,1788983405571662944,24,32,0,1,1,1,15,33,25,0
9,22,0,0,0,0,38,1966,1788983405571663200,24,32,0,1,1,1,15,32,24,0
9,22,1,2,0,0,54,1967,1788983405571663264,24,32,0,1,1,1,15,32,25,0
8,36,0,0,1,0,70,492,1788983405571663712,26,32,0,1,1,1,15,32,26,0
9,37,0,1,0,0,71,1969,1788983405571663744,26,32,0,1,1,1,15,33,26,0
9,37,1,3,0,0,85,1968,1788983405571663744,26,32,0,1,1,1,15,33,27,0
7,8,0,0,1,0,8,493,1788983405571663936,1,0,15,1240,4,0,0,0,0,0
9,36,0,0,0,0,70,1970,1788983405571664032,26,32,0,1,1,1,15,32,26,0
7,38,0,0,1,0,72,494,1788983405571664128,1,0,15,1240,19,0,0,0,0,0
9,36,1,2,0,0,84,1971,1788983405571664288,26,32,0,1,1,1,15,32,27,0
7,50,0,0,1,0,98,495,1788983405571664544,1,0,15,1240,25,0,0,0,0,0
8,8,0,0,1,0,8,493,1788983405571664736,28,32,0,1,1,1,15,32,28,0
9,9,0,1,0,0,9,1972,1788983405571664832,28,32,0,1,1,1,15,33,28,0
9,9,1,3,0,0,25,1973,1788983405571664832,28,32,0,1,1,1,15,33,29,0
8,38,0,0,1,0,72,494,1788983405571664928,30,32,0,1,1,1,15,32,30,0
9,39,1,3,0,0,87,1974,1788983405571664960,30,32,0,1,1,1,15,33,31,0
9,39,0,1,0,0,73,1975,1788983405571665024,30,32,0,1,1,1,15,33,30,0
7,6,0,0,1,0,6,496,1788983405571665088,1,0,15,1240,3,0,0,0,0,0
7,52,0,0,1,0,100,497,1788983405571665216,1,0,15,1240,26,0,0,0,0,0
9,8,0,0,0,0,8,1976,1788983405571665312,28,32,0,1,1,1,15,32,28,0
9,8,1,2,0,0,24,1977,1788983405571665344,28,32,0,1,1,1,15,32,29,0
9,38,1,2,0,0,86,1978,1788983405571665408,30,32,0,1,1,1,15,32,31,0
9,38,0,0,0,0,72,1979,1788983405571665408,30,32,0,1,1,1,15,32,30,0
8,50,0,0,1,0,98,495,1788983405571665504,32,32,0,1,1,1,15,32,32,0
9,51,0,1,0,0,99,1980,1788983405571665536,32,32,0,1,1,1,15,33,32,0
9,51,1,3,0,0,113,1981,1788983405571665568,32,32,0,1,1,1,15,33,33,0
9,50,0,0,0,0,98,1982,1788983405571665824,32,32,0,1,1,1,15,32,32,0
9,50,1,2,0,0,112,1983,1788983405571665888,32,32,0,1,1,1,15,32,33,0
7,32,0,0,1,0,66,498,1788983405571665888,1,0,15,1240,16,0,0,0,0,0
8,6,0,0,1,0,6,496,1788983405571665920,34,32,0,1,1,1,15,32,34,0
9,7,0,1,0,0,7,1984,1788983405571665984,34,32,0,1,1,1,15,33,34,0
9,7,1,3,0,0,23,1985,1788983405571665984,34,32,0,1,1,1,15,33,35,0
8,52,0,0,1,0,100,497,1788983405571666080,36,32,0,1,1,1,15,32,36,0
9,53,1,3,0,0,115,1986,1788983405571666080,36,32,0,1,1,1,15,33,37,0
9,53,0,1,0,0,101,1987,1788983405571666176,36,32,0,1,1,1,15,33,36,0
9,6,0,0,0,0,6,1988,1788983405571666240,34,32,0,1,1,1,15,32,34,0
9,6,1,2,0,0,22,1989,1788983405571666400,34,32,0,1,1,1,15,32,35,0
9,52,0,0,0,0,100,1990,1788983405571666400,36,32,0,1,1,1,15,32,36,0
9,52,1,2,0,0,114,1991,1788983405571666432,36,32,0,1,1,1,15,32,37,0
8,32,0,0,1,0,66,498,1788983405571666720,38,32,0,1,1,1,15,32,38,0
9,33,0,1,0,0,67,1993,1788983405571666752,38,32,0,1,1,1,15,33,38,0
9,33,1,3,0,0,81,1992,1788983405571666784,38,32,0,1,1,1,15,33,39,0
9,32,1,2,0,0,80,1994,1788983405571667104,38,32,0,1,1,1,15,32,39,0
9,32,0,0,0,0,66,1995,1788983405571667296,38,32,0,1,1,1,15,32,38,0
7,18,0,0,1,0,34,499,1788983405571669312,1,0,15,1240,9,0,0,0,0,0
7,2,0,0,1,0,2,500,1788983405571669856,1,0,15,1240,1,0,0,0,0,0
8,18,0,0,1,0,34,499,1788983405571670176,40,32,0,1,1,1,15,32,40,0
9,19,1,3,0,0,51,1996,1788983405571670208,40,32,0,1,1,1,15,33,41,0
9,19,0,1,0,0,35,1997,1788983405571670208,40,32,0,1,1,1,15,33,40,0
7,46,0,0,1,0,94,501,1788983405571670304,1,0,15,1240,23,0,0,0,0,0
8,2,0,0,1,0,2,500,1788983405571670720,42,32,0,1,1,1,15,32,42,0
9,3,1,3,0,0,19,1998,1788983405571670752,42,32,0,1,1,1,15,33,43,0
9,3,0,1,0,0,3,1999,1788983405571670752,42,32,0,1,1,1,15,33,42,0
9,18,0,0,0,0,34,2000,1788983405571670976,40,32,0,1,1,1,15,32,40,0
8,46,0,0,1,0,94,501,1788983405571671168,44,32,0,1,1,1,15,32,44,0
9,47,1,3,0,0,109,2001,1788983405571671168,44,32,0,1,1,1,15,33,45,0
9,18,1,2,0,0,50,2002,1788983405571671168,40,32,0,1,1,1,15,32,41,0
9,47,0,1,0,0,95,2003,1788983405571671200,44,32,0,1,1,1,15,33,44,0
9,2,0,0,0,0,2,2004,1788983405571671360,42,32,0,1,1,1,15,32,42,0
9,2,1,2,0,0,18,2005,1788983405571671552,42,32,0,1,1,1,15,32,43,0
9,46,1,2,0,0,108,2006,1788983405571671584,44,32,0,1,1,1,15,32,45,0
